<meta message track_name name='Das wohltemperierte Klavier I - Praeludium und Fuge 2 in c-Moll BWV 847' time=0>
<meta message copyright text='Copyright © 1997 von Bernd Krüger.' time=0>
<meta message text text='Johann Sebastian Bach' time=0>
<meta message text text='Fertiggestellt am 5.11.97\n' time=0>
<meta message text text="Pan's auf Standard am 18.1.98\n" time=0>
<meta message text text='Normierung: 23.12.2002\n' time=0>
<meta message text text='Update am 26.9.2004\n' time=0>
<meta message text text='Dauer: 3:09 Minuten\n' time=0>
<meta message time_signature numerator=4 denominator=4 clocks_per_click=24 notated_32nd_notes_per_beat=8 time=0>
<meta message key_signature key='Eb' time=0>
note_on channel=0 note=55 velocity=73 time=1
note_on channel=0 note=53 velocity=0 time=18
note_on channel=0 note=62 velocity=0 time=1
<meta message set_tempo tempo=463320 time=98>
note_on channel=0 note=60 velocity=80 time=0
note_on channel=0 note=52 velocity=80 time=0
note_on channel=0 note=64 velocity=0 time=22
note_on channel=0 note=55 velocity=0 time=1
note_on channel=0 note=64 velocity=75 time=95
<meta message set_tempo tempo=439560 time=2>
note_on channel=0 note=55 velocity=73 time=3
note_on channel=0 note=60 velocity=0 time=17
note_on channel=0 note=52 velocity=0 time=0
note_on channel=0 note=62 velocity=75 time=100
note_on channel=0 note=53 velocity=73 time=1
note_on channel=0 note=64 velocity=0 time=17
note_on channel=0 note=55 velocity=0 time=5
note_on channel=0 note=55 velocity=73 time=95
<meta message set_tempo tempo=481928 time=2>
note_on channel=0 note=64 velocity=75 time=3
note_on channel=0 note=62 velocity=0 time=17
note_on channel=0 note=53 velocity=0 time=1
note_on channel=0 note=55 velocity=0 time=97
note_on channel=0 note=72 velocity=96 time=0
<meta message set_tempo tempo=517241 time=2>
note_on channel=0 note=44 velocity=88 time=1
note_on channel=0 note=64 velocity=0 time=2
<meta message set_tempo tempo=442804 time=117>
note_on channel=0 note=65 velocity=80 time=1
note_on channel=0 note=56 velocity=73 time=0
note_on channel=0 note=72 velocity=0 time=17
note_on channel=0 note=44 velocity=0 time=3
note_on channel=0 note=55 velocity=73 time=99
note_on channel=0 note=64 velocity=76 time=1
note_on channel=0 note=65 velocity=0 time=20
note_on channel=0 note=56 velocity=0 time=0
<meta message set_tempo tempo=465116 time=99>
note_on channel=0 note=65 velocity=76 time=0
note_on channel=0 note=56 velocity=73 time=3
note_on channel=0 note=55 velocity=0 time=17
note_on channel=0 note=64 velocity=0 time=1
note_on channel=0 note=60 velocity=80 time=97
<meta message set_tempo tempo=465116 time=2>
note_on channel=0 note=53 velocity=80 time=1
note_on channel=0 note=65 velocity=0 time=19
note_on channel=0 note=56 velocity=0 time=3
<meta message set_tempo tempo=441176 time=97>
note_on channel=0 note=56 velocity=73 time=1
note_on channel=0 note=65 velocity=74 time=2
note_on channel=0 note=60 velocity=0 time=15
note_on channel=0 note=53 velocity=0 time=3
note_on channel=0 note=55 velocity=73 time=100
note_on channel=0 note=64 velocity=74 time=2
note_on channel=0 note=56 velocity=0 time=18
note_on channel=0 note=65 velocity=0 time=2
note_on channel=0 note=56 velocity=74 time=96
<meta message set_tempo tempo=481928 time=1>
note_on channel=0 note=65 velocity=74 time=1
note_on channel=0 note=55 velocity=0 time=20
note_on channel=0 note=64 velocity=0 time=2
note_on channel=0 note=56 velocity=0 time=96
<meta message set_tempo tempo=481928 time=1>
note_on channel=0 note=72 velocity=96 time=0
note_on channel=0 note=44 velocity=88 time=0
note_on channel=0 note=65 velocity=0 time=1
<meta message set_tempo tempo=444444 time=119>
note_on channel=0 note=65 velocity=80 time=0
note_on channel=0 note=56 velocity=75 time=0
note_on channel=0 note=44 velocity=0 time=20
note_on channel=0 note=72 velocity=0 time=0
note_on channel=0 note=55 velocity=76 time=98
note_on channel=0 note=64 velocity=75 time=2
note_on channel=0 note=65 velocity=0 time=20
note_on channel=0 note=56 velocity=0 time=0
<meta message set_tempo tempo=468750 time=100>
note_on channel=0 note=56 velocity=74 time=2
note_on channel=0 note=65 velocity=75 time=1
note_on channel=0 note=55 velocity=0 time=15
note_on channel=0 note=64 velocity=0 time=2
note_on channel=0 note=60 velocity=80 time=99
note_on channel=0 note=53 velocity=80 time=0
<meta message set_tempo tempo=468750 time=1>
note_on channel=0 note=56 velocity=0 time=22
note_on channel=0 note=65 velocity=0 time=1
note_on channel=0 note=56 velocity=74 time=95
<meta message set_tempo tempo=433213 time=2>
note_on channel=0 note=65 velocity=75 time=0
note_on channel=0 note=60 velocity=0 time=19
note_on channel=0 note=53 velocity=0 time=0
note_on channel=0 note=64 velocity=75 time=100
note_on channel=0 note=55 velocity=74 time=1
note_on channel=0 note=56 velocity=0 time=18
note_on channel=0 note=65 velocity=0 time=2
<meta message set_tempo tempo=493827 time=100>
note_on channel=0 note=56 velocity=74 time=1
note_on channel=0 note=65 velocity=75 time=2
note_on channel=0 note=64 velocity=0 time=16
note_on channel=0 note=55 velocity=0 time=1
note_on channel=0 note=44 velocity=88 time=98
note_on channel=0 note=70 velocity=96 time=1
<meta message set_tempo tempo=517241 time=1>
note_on channel=0 note=56 velocity=0 time=1
note_on channel=0 note=65 velocity=0 time=2
note_on channel=0 note=50 velocity=75 time=116
<meta message set_tempo tempo=441176 time=1>
note_on channel=0 note=65 velocity=80 time=2
note_on channel=0 note=44 velocity=0 time=16
note_on channel=0 note=70 velocity=0 time=1
note_on channel=0 note=48 velocity=75 time=99
note_on channel=0 note=63 velocity=76 time=3
note_on channel=0 note=50 velocity=0 time=18
note_on channel=0 note=65 velocity=0 time=3
note_on channel=0 note=65 velocity=76 time=97
<meta message set_tempo tempo=465116 time=1>
note_on channel=0 note=50 velocity=75 time=1
note_on channel=0 note=48 velocity=0 time=17
note_on channel=0 note=63 velocity=0 time=3
<meta message set_tempo tempo=461538 time=99>
note_on channel=0 note=53 velocity=79 time=0
note_on channel=0 note=62 velocity=79 time=2
note_on channel=0 note=65 velocity=0 time=17
note_on channel=0 note=50 velocity=0 time=2
<meta message set_tempo tempo=449438 time=99>
note_on channel=0 note=50 velocity=74 time=1
note_on channel=0 note=65 velocity=75 time=2
note_on channel=0 note=53 velocity=0 time=17
note_on channel=0 note=62 velocity=0 time=2
note_on channel=0 note=63 velocity=74 time=98
note_on channel=0 note=48 velocity=74 time=2
note_on channel=0 note=50 velocity=0 time=19
note_on channel=0 note=65 velocity=0 time=2
<meta message set_tempo tempo=466926 time=97>
note_on channel=0 note=50 velocity=74 time=0
note_on channel=0 note=65 velocity=74 time=1
note_on channel=0 note=63 velocity=0 time=19
note_on channel=0 note=48 velocity=0 time=2
<meta message set_tempo tempo=466926 time=98>
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=65 velocity=0 time=1
note_on channel=0 note=44 velocity=86 time=1
note_on channel=0 note=70 velocity=94 time=1
note_on channel=0 note=65 velocity=78 time=115
<meta message set_tempo tempo=451128 time=2>
note_on channel=0 note=50 velocity=73 time=0
note_on channel=0 note=44 velocity=0 time=22
note_on channel=0 note=70 velocity=0 time=1
note_on channel=0 note=63 velocity=74 time=100
note_on channel=0 note=48 velocity=72 time=0
note_on channel=0 note=65 velocity=0 time=15
note_on channel=0 note=50 velocity=0 time=2
<meta message set_tempo tempo=463320 time=100>
note_on channel=0 note=65 velocity=74 time=1
note_on channel=0 note=50 velocity=77 time=0
note_on channel=0 note=63 velocity=0 time=22
note_on channel=0 note=48 velocity=0 time=0
note_on channel=0 note=62 velocity=77 time=95
note_on channel=0 note=53 velocity=77 time=1
<meta message set_tempo tempo=461538 time=1>
note_on channel=0 note=65 velocity=0 time=21
note_on channel=0 note=50 velocity=0 time=0
<meta message set_tempo tempo=447761 time=99>
note_on channel=0 note=65 velocity=76 time=1
note_on channel=0 note=50 velocity=72 time=2
note_on channel=0 note=62 velocity=0 time=15
note_on channel=0 note=53 velocity=0 time=1
note_on channel=0 note=63 velocity=73 time=100
note_on channel=0 note=48 velocity=72 time=4
note_on channel=0 note=65 velocity=0 time=18
note_on channel=0 note=50 velocity=0 time=2
<meta message set_tempo tempo=465116 time=97>
note_on channel=0 note=50 velocity=72 time=0
note_on channel=0 note=65 velocity=72 time=3
note_on channel=0 note=63 velocity=0 time=16
note_on channel=0 note=48 velocity=0 time=4
<meta message set_tempo tempo=506329 time=97>
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=70 velocity=91 time=1
note_on channel=0 note=65 velocity=0 time=2
note_on channel=0 note=43 velocity=83 time=0
note_on channel=0 note=51 velocity=72 time=116
<meta message set_tempo tempo=446097 time=1>
note_on channel=0 note=67 velocity=76 time=1
note_on channel=0 note=70 velocity=0 time=20
note_on channel=0 note=43 velocity=0 time=2
note_on channel=0 note=65 velocity=72 time=96
note_on channel=0 note=50 velocity=72 time=4
note_on channel=0 note=51 velocity=0 time=16
note_on channel=0 note=67 velocity=0 time=2
<meta message set_tempo tempo=468750 time=99>
note_on channel=0 note=51 velocity=72 time=1
note_on channel=0 note=67 velocity=72 time=2
note_on channel=0 note=65 velocity=0 time=16
note_on channel=0 note=50 velocity=0 time=4
note_on channel=0 note=63 velocity=75 time=95
<meta message set_tempo tempo=470588 time=2>
note_on channel=0 note=55 velocity=75 time=0
note_on channel=0 note=51 velocity=0 time=21
note_on channel=0 note=67 velocity=0 time=2
note_on channel=0 note=67 velocity=72 time=95
<meta message set_tempo tempo=446097 time=2>
note_on channel=0 note=51 velocity=70 time=1
note_on channel=0 note=63 velocity=0 time=17
note_on channel=0 note=55 velocity=0 time=2
note_on channel=0 note=65 velocity=72 time=102
note_on channel=0 note=50 velocity=70 time=0
note_on channel=0 note=67 velocity=0 time=16
note_on channel=0 note=51 velocity=0 time=3
note_on channel=0 note=51 velocity=70 time=97
note_on channel=0 note=67 velocity=71 time=1
<meta message set_tempo tempo=468750 time=1>
note_on channel=0 note=65 velocity=0 time=22
note_on channel=0 note=50 velocity=0 time=0
note_on channel=0 note=51 velocity=0 time=96
note_on channel=0 note=67 velocity=0 time=1
note_on channel=0 note=43 velocity=81 time=0
<meta message set_tempo tempo=468750 time=1>
note_on channel=0 note=70 velocity=89 time=3
note_on channel=0 note=67 velocity=74 time=116
note_on channel=0 note=51 velocity=69 time=0
note_on channel=0 note=43 velocity=0 time=20
<meta message set_tempo tempo=451128 time=1>
note_on channel=0 note=70 velocity=0 time=3
note_on channel=0 note=65 velocity=69 time=97
note_on channel=0 note=50 velocity=69 time=0
note_on channel=0 note=67 velocity=0 time=19
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=67 velocity=69 time=99
<meta message set_tempo tempo=468750 time=2>
note_on channel=0 note=51 velocity=69 time=3
note_on channel=0 note=65 velocity=0 time=17
note_on channel=0 note=50 velocity=0 time=0
<meta message set_tempo tempo=461538 time=100>
note_on channel=0 note=63 velocity=73 time=2
note_on channel=0 note=55 velocity=73 time=0
note_on channel=0 note=67 velocity=0 time=16
note_on channel=0 note=51 velocity=0 time=5
<meta message set_tempo tempo=451128 time=97>
note_on channel=0 note=51 velocity=67 time=2
note_on channel=0 note=67 velocity=68 time=1
note_on channel=0 note=63 velocity=0 time=19
note_on channel=0 note=55 velocity=0 time=0
note_on channel=0 note=65 velocity=68 time=100
note_on channel=0 note=50 velocity=66 time=1
note_on channel=0 note=51 velocity=0 time=19
note_on channel=0 note=67 velocity=0 time=1
<meta message set_tempo tempo=481928 time=97>
note_on channel=0 note=51 velocity=66 time=0
note_on channel=0 note=67 velocity=68 time=1
note_on channel=0 note=65 velocity=0 time=21
note_on channel=0 note=50 velocity=0 time=1
<meta message set_tempo tempo=517241 time=97>
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=48 velocity=79 time=0
note_on channel=0 note=67 velocity=0 time=1
note_on channel=0 note=68 velocity=86 time=1
note_on channel=0 note=67 velocity=72 time=117
<meta message set_tempo tempo=446097 time=1>
note_on channel=0 note=51 velocity=69 time=3
note_on channel=0 note=48 velocity=0 time=17
note_on channel=0 note=68 velocity=0 time=2
note_on channel=0 note=65 velocity=68 time=96
note_on channel=0 note=50 velocity=69 time=1
note_on channel=0 note=67 velocity=0 time=20
note_on channel=0 note=51 velocity=0 time=4
note_on channel=0 note=67 velocity=68 time=95
<meta message set_tempo tempo=470588 time=2>
note_on channel=0 note=51 velocity=65 time=0
note_on channel=0 note=65 velocity=0 time=18
note_on channel=0 note=50 velocity=0 time=1
note_on channel=0 note=63 velocity=71 time=99
<meta message set_tempo tempo=470588 time=2>
note_on channel=0 note=56 velocity=71 time=1
note_on channel=0 note=67 velocity=0 time=17
note_on channel=0 note=51 velocity=0 time=2
<meta message set_tempo tempo=451128 time=100>
note_on channel=0 note=51 velocity=65 time=0
note_on channel=0 note=67 velocity=67 time=2
note_on channel=0 note=63 velocity=0 time=16
note_on channel=0 note=56 velocity=0 time=3
note_on channel=0 note=50 velocity=63 time=101
note_on channel=0 note=65 velocity=67 time=1
note_on channel=0 note=51 velocity=0 time=17
note_on channel=0 note=67 velocity=0 time=2
note_on channel=0 note=67 velocity=66 time=97
<meta message set_tempo tempo=470588 time=1>
note_on channel=0 note=51 velocity=63 time=2
note_on channel=0 note=50 velocity=0 time=20
note_on channel=0 note=65 velocity=0 time=1
note_on channel=0 note=68 velocity=84 time=95
note_on channel=0 note=67 velocity=0 time=1
<meta message set_tempo tempo=472441 time=1>
note_on channel=0 note=51 velocity=0 time=2
note_on channel=0 note=48 velocity=77 time=0
<meta message set_tempo tempo=456274 time=118>
note_on channel=0 note=67 velocity=70 time=1
note_on channel=0 note=51 velocity=64 time=1
note_on channel=0 note=68 velocity=0 time=16
note_on channel=0 note=48 velocity=0 time=4
note_on channel=0 note=65 velocity=65 time=96
note_on channel=0 note=50 velocity=64 time=0
note_on channel=0 note=67 velocity=0 time=23
note_on channel=0 note=51 velocity=0 time=1
note_on channel=0 note=67 velocity=65 time=96
note_on channel=0 note=51 velocity=64 time=1
<meta message set_tempo tempo=468750 time=1>
note_on channel=0 note=65 velocity=0 time=18
note_on channel=0 note=50 velocity=0 time=0
<meta message set_tempo tempo=468750 time=2>
note_on channel=0 note=56 velocity=69 time=99
<meta message set_tempo tempo=461538 time=1>
note_on channel=0 note=63 velocity=69 time=0
note_on channel=0 note=67 velocity=0 time=18
note_on channel=0 note=51 velocity=0 time=1
<meta message set_tempo tempo=431655 time=101>
note_on channel=0 note=67 velocity=63 time=2
note_on channel=0 note=51 velocity=61 time=0
note_on channel=0 note=56 velocity=0 time=17
note_on channel=0 note=63 velocity=0 time=1
note_on channel=0 note=65 velocity=63 time=102
note_on channel=0 note=50 velocity=61 time=1
note_on channel=0 note=67 velocity=0 time=19
note_on channel=0 note=51 velocity=0 time=0
<meta message set_tempo tempo=493827 time=98>
note_on channel=0 note=51 velocity=61 time=0
note_on channel=0 note=67 velocity=63 time=1
note_on channel=0 note=65 velocity=0 time=21
note_on channel=0 note=50 velocity=0 time=1
<meta message set_tempo tempo=489796 time=77>
note_on channel=0 note=68 velocity=81 time=18
<meta message set_tempo tempo=510638 time=2>
note_on channel=0 note=51 velocity=0 time=0
note_on channel=0 note=67 velocity=0 time=1
note_on channel=0 note=50 velocity=74 time=0
note_on channel=0 note=53 velocity=59 time=117
<meta message set_tempo tempo=436364 time=2>
note_on channel=0 note=62 velocity=68 time=0
note_on channel=0 note=68 velocity=0 time=18
note_on channel=0 note=50 velocity=0 time=3
note_on channel=0 note=60 velocity=64 time=98
note_on channel=0 note=51 velocity=60 time=4
note_on channel=0 note=53 velocity=0 time=15
note_on channel=0 note=62 velocity=0 time=2
note_on channel=0 note=53 velocity=59 time=99
<meta message set_tempo tempo=466926 time=1>
note_on channel=0 note=62 velocity=64 time=2
note_on channel=0 note=60 velocity=0 time=17
note_on channel=0 note=51 velocity=0 time=4
note_on channel=0 note=58 velocity=67 time=96
<meta message set_tempo tempo=465116 time=1>
note_on channel=0 note=56 velocity=66 time=1
note_on channel=0 note=53 velocity=0 time=18
note_on channel=0 note=62 velocity=0 time=3
<meta message set_tempo tempo=439560 time=98>
note_on channel=0 note=62 velocity=61 time=0
note_on channel=0 note=53 velocity=59 time=1
note_on channel=0 note=58 velocity=0 time=18
note_on channel=0 note=56 velocity=0 time=2
note_on channel=0 note=60 velocity=61 time=98
note_on channel=0 note=51 velocity=59 time=1
note_on channel=0 note=62 velocity=0 time=20
note_on channel=0 note=53 velocity=0 time=1
<meta message set_tempo tempo=465116 time=99>
note_on channel=0 note=62 velocity=61 time=1
note_on channel=0 note=53 velocity=59 time=1
note_on channel=0 note=60 velocity=0 time=17
note_on channel=0 note=51 velocity=0 time=1
<meta message set_tempo tempo=465116 time=80>
note_on channel=0 note=50 velocity=73 time=18
<meta message set_tempo tempo=470588 time=2>
note_on channel=0 note=62 velocity=0 time=1
note_on channel=0 note=68 velocity=79 time=0
note_on channel=0 note=53 velocity=0 time=1
note_on channel=0 note=53 velocity=56 time=116
<meta message set_tempo tempo=449438 time=2>
note_on channel=0 note=62 velocity=60 time=1
note_on channel=0 note=50 velocity=0 time=17
note_on channel=0 note=68 velocity=0 time=3
note_on channel=0 note=60 velocity=57 time=97
note_on channel=0 note=51 velocity=55 time=0
note_on channel=0 note=53 velocity=0 time=20
note_on channel=0 note=62 velocity=0 time=3
note_on channel=0 note=53 velocity=55 time=97
<meta message set_tempo tempo=466926 time=2>
